"Cluster groups: EPMA: RHY from EMPA_db - filtered, sqroot transformed, standardised an centred, ANT and Di removed (insufficient points n<5 to be valid) ",,,,,
Group 1,,,,,
[61],SAM-53_So-A-43_So_UK_Solipuli,SAM-64_So-A-54_So_UK_Solipuli,SAM-56_So-A-46_So_UK_Solipuli,SAM-65_So-A-55_So_UK_Solipuli,SAM-21_So-A-11_So_UK_Solipuli
[66],SAM-40_So-A-30_So_UK_Solipuli,SAM-44_So-A-34_So_UK_Solipuli,SAM-71_So-A-61_So_UK_Solipuli,,
,,,,,
Group 10 ,,,,,
[1],SAM-622_PZ1_A1-93_03_7_A1_Aguilera,SAM-163_POR4_48-53-22_UK_Solipuli,SAM-627_PZ1_A1-93_03_13_A1_Aguilera,SAM-623_PZ1_A1-93_03_8_A1_Aguilera,
[5],SAM-639_PZ1_A1-93_03_28_A1_Aguilera,SAM-159_POR4_48-53-18_UK_Solipuli,SAM-150_POR4_48-53-9_UK_Solipuli,SAM-151_POR4_48-53-10_UK_Solipuli,
[9],SAM-160_POR4_48-53-19_UK_Solipuli,SAM-167_POR4_48-53-26_UK_Solipuli,SAM-147_POR4_48-53-6_UK_Solipuli,SAM-152_POR4_48-53-11_UK_Solipuli,
[13],SAM-164_POR4_48-53-23_UK_Solipuli,SAM-153_POR4_48-53-12_UK_Solipuli,SAM-166_POR4_48-53-25_UK_Solipuli,SAM-165_POR4_48-53-24_UK_Solipuli,
[17],SAM-5_A1-5_A1_Aguillera,SAM-158_POR4_48-53-17_UK_Solipuli,SAM-641_PZ1_A1-93_03_32_A1_Aguilera,SAM-633_PZ1_A1-93_03_19_A1_Aguilera,
[21],SAM-635_PZ1_A1-93_03_22_A1_Aguilera,SAM-638_PZ1_A1-93_03_27_A1_Aguilera,SAM-625_PZ1_A1-93_03_10_A1_Aguilera,SAM-626_PZ1_A1-93_03_11_A1_Aguilera,
[25],SAM-107_POR1_11-15-19_UK_Solipuli,SAM-934_EO-2L-6_MB2_Burney,SAM-620_PZ1_A1-93_03_5_A1_Aguilera,SAM-629_PZ1_A1-93_03_15_A1_Aguilera,
[29],SAM-619_PZ1_A1-93_03_3_A1_Aguilera,SAM-621_PZ1_A1-93_03_6_A1_Aguilera,SAM-628_PZ1_A1-93_03_14_A1_Aguilera,SAM-637_PZ1_A1-93_03_24_A1_Aguilera,
[33],SAM-640_PZ1_A1-93_03_31_A1_Aguilera,SAM-931_EO-2L-3_MB2_Burney,SAM-986_RTB-1B-11_MB1910?_Burney,SAM-634_PZ1_A1-93_03_21_A1_Aguilera,
[37],SAM-631_PZ1_A1-93_03_17_A1_Aguilera,SAM-632_PZ1_A1-93_03_18_A1_Aguilera,SAM-148_POR4_48-53-7_UK_Solipuli,SAM-142_POR4_48-53-1_UK_Solipuli,
[41],SAM-146_POR4_48-53-5_UK_Solipuli,SAM-144_POR4_48-53-3_UK_Solipuli,SAM-149_POR4_48-53-8_UK_Solipuli,SAM-396_CB260-8_Ax_Aguilera,
[45],SAM-391_CB260-3_Ax_Aguilera,SAM-398_CB260-10_Ax_Aguilera,SAM-399_CB260-11_Ax_Aguilera,SAM-154_POR4_48-53-13_UK_Solipuli,
[49],SAM-395_CB260-7_Ax_Aguilera,SAM-156_POR4_48-53-15_UK_Solipuli,SAM-168_POR4_48-53-27_UK_Solipuli,SAM-392_CB260-4_Ax_Aguilera,
[53],SAM-393_CB260-5_Ax_Aguilera,SAM-397_CB260-9_Ax_Aguilera,SAM-157_POR4_48-53-16_UK_Solipuli,SAM-618_PZ1_A1-93_03_2_A1_Aguilera,
[57],SAM-400_CB260-12_Ax_Aguilera,SAM-636_PZ1_A1-93_03_23_A1_Aguilera,SAM-161_POR4_48-53-20_UK_Solipuli,SAM-472_CE236-10_MB2_Burney,
[61],SAM-469_CE236-7_MB2_Burney,SAM-624_PZ1_A1-93_03_9_A1_Aguilera,SAM-630_PZ1_A1-93_03_16_A1_Aguilera,SAM-389_CB260-1_Ax_Aguilera,
[65],SAM-394_CB260-6_Ax_Aguilera,SAM-3_A1-3_A1_Aguillera,SAM-390_CB260-2_Ax_Aguilera,,
