depth_cm,unit,min_Sh20_age_BP,max_Sh20_age_BP,median_Sh20_age_BP,mean_Sh20_age_BP,Si_pc_TSN,K_pc_TSN,Ca_pc_TSN,Ti_pc_TSN,Mn_pc_TSN,Fe_pc_TSN,Zn_pc_TSN,Br_pc_TSN,Rb_pc_TSN,Sr_pc_TSN,Zr_pc_TSN,Mo_inc_pc_TSN,Mo_coh_pc_TSN,SUM_pc_TSN,Mo_inc_coh_ratio
55.68,4,4721.69,5558.47,5218.21,5198.7,0.04,0.132,3.021,2.092,0.726,70.717,0.06,0.071,0.056,2.208,0.52,14.064,4.428,98.134,3.176287051
55.7,4,4728.14,5559.15,5220.87,5201.74,0.04,0.193,3.016,2.067,0.864,71.229,0.168,0.053,0,2.006,0.582,14.013,4.222,98.451,3.319259057
55.72,4,4735.33,5559.76,5223.82,5204.78,0.02,0.132,2.967,2.071,1.163,70.564,0.129,0.113,0.016,2.091,0.658,13.996,4.262,98.178,3.284188034
55.74,4,4742,5560.19,5225.61,5207.82,0.04,0.167,3.033,2.082,1.079,69.971,0.063,0.11,0.083,2.091,0.618,14.136,4.434,97.903,3.188286668
55.76,4,4748.44,5561.1,5229.01,5210.85,0.06,0.153,3.02,2.061,0.934,70.053,0.084,0.201,0.027,2.097,0.589,14.463,4.365,98.103,3.313814213
55.78,4,4754.87,5561.33,5231.58,5213.89,0.05,0.164,2.955,2.031,0.787,70.786,0.133,0.149,0.096,1.998,0.659,14.314,4.369,98.494,3.276538565
55.8,4,4761.59,5561.71,5234.12,5216.93,0.05,0.147,2.966,2.051,0.809,69.501,0.119,0.153,0.11,2.197,0.499,14.964,4.545,98.107,3.29255596
55.82,4,4768.61,5561.99,5236.87,5219.97,0.04,0.164,3.117,1.944,1.019,69.971,0.087,0.095,0.015,2.234,0.67,14.341,4.282,97.974,3.349540789
55.84,4,4774.53,5562.26,5239.25,5223.01,0.05,0.125,3.038,1.987,0.857,70.498,0.108,0.148,0.07,1.86,0.633,14.375,4.233,97.979,3.396105628
55.86,4,4780.73,5562.92,5241.91,5226.04,0.03,0.171,3.007,2.093,0.692,71.027,0.064,0.034,0.054,1.972,0.648,14.027,4.217,98.035,3.326536017
55.88,4,4787.38,5563.75,5244.8,5229.08,0.07,0.163,3.082,2.149,0.83,70.691,0.092,0.092,0.084,1.908,0.684,14.309,4.137,98.287,3.459092145
55.9,4,4794.52,5564.37,5248.14,5232.12,0.04,0.161,2.925,2.167,1.06,69.643,0.205,0.137,0.132,2.166,0.657,14.268,4.343,97.909,3.285456885
55.92,4,4801.76,5564.99,5250.97,5235.16,0.06,0.179,3.014,2.053,1.623,69.391,0.164,0.139,0.107,2.084,0.562,14.496,4.213,98.081,3.440746753
55.94,4,4808.54,5565.6,5253.96,5238.2,0.06,0.138,2.761,1.999,2.079,69.593,0.188,0.166,0.014,1.985,0.375,14.588,4.195,98.14,3.477854195
55.96,4,4815.84,5566.24,5255.72,5241.24,0.04,0.165,3.002,1.918,1.86,69.34,0.139,0.156,0.089,2.159,0.678,14.249,4.33,98.127,3.290776446
55.98,4,4823.34,5566.94,5258.58,5244.27,0.07,0.145,2.97,2.042,1.012,70.122,0.127,0.143,0.126,2.028,0.667,14.355,4.195,97.998,3.421945402
56,4,4830.84,5567.59,5261.75,5247.31,0.05,0.151,3.027,2.001,0.814,69.854,0.082,0.099,0.057,2.022,0.683,14.377,4.518,97.737,3.182088075
56.02,4,4838.34,5568.23,5264.44,5250.35,0.05,0.143,3.005,2.04,1.111,69.65,0.079,0.18,0.098,2.134,0.64,14.473,4.466,98.066,3.24045512
56.04,4,4845.84,5568.88,5266.77,5253.39,0.07,0.181,2.923,2.086,1.078,69.538,0.115,0.055,0.009,2.144,0.672,14.683,4.389,97.945,3.345148771
56.06,4,4853.2,5569.53,5269.18,5256.43,0.05,0.199,2.846,2.065,1.1,69.183,0.126,0.162,0.145,2.021,0.603,14.957,4.453,97.907,3.358636716
56.08,4,4860.1,5570.02,5271.97,5259.46,0.05,0.205,3.004,2.04,1.271,68.953,0.136,0.136,0.037,2.176,0.571,14.872,4.466,97.912,3.329837441
56.1,4,4866.29,5570.32,5275.11,5262.5,0.07,0.155,3.004,2.087,1.419,68.827,0.113,0.087,0.123,2.156,0.748,14.824,4.498,98.112,3.295255286
56.12,4,4873.05,5570.5,5277.69,5265.54,0.07,0.155,3.009,2.043,1.498,68.122,0.14,0.089,0.088,2.107,0.673,15.282,4.616,97.89,3.310828025
56.14,4,4880.42,5570.86,5280.43,5268.58,0.02,0.159,2.792,1.997,1.627,68.795,0.175,0.157,0.074,2.057,0.747,14.912,4.415,97.93,3.377954847
56.16,4,4888.02,5571.83,5283.08,5271.62,0.07,0.144,2.677,1.961,1.864,68.598,0.156,0.119,0.051,2.228,0.634,15.133,4.402,98.035,3.43801216
56.18,4,4895.22,5572.39,5286.01,5274.65,0.08,0.162,2.681,1.929,1.746,68.649,0.146,0.048,0.132,2.078,0.517,15.358,4.752,98.278,3.231655397
56.2,4,4901.92,5572.86,5288.67,5277.69,0.05,0.13,2.695,1.924,1.789,68.981,0.167,0.147,0.078,1.86,0.574,15.27,4.582,98.244,3.332902559
56.22,4,4908.36,5573.1,5290.85,5280.73,0.07,0.161,2.707,1.962,2.111,68.481,0.104,0.174,0.17,1.927,0.677,15.052,4.386,97.978,3.432232497
56.24,4,4914.63,5573.34,5293.76,5283.77,0.05,0.193,2.86,2.056,1.935,68.32,0.245,0.116,0.074,2.073,0.66,14.671,4.468,97.723,3.283423843
56.26,4,4921.34,5573.58,5296.69,5286.81,0.05,0.172,2.985,2.009,1.561,68.113,0.155,0.196,0,2.053,0.747,15.11,4.488,97.641,3.366906475
56.28,4,4929.49,5573.96,5299.94,5289.85,0.05,0.146,2.877,1.935,1.403,68.598,0.15,0.214,0.1,2.055,0.629,15.304,4.784,98.246,3.199299825
56.3,4,4936.14,5574.9,5303.19,5292.88,0.05,0.161,2.898,2.073,1.322,68.864,0.163,0.04,0.104,2.105,0.627,15.39,4.521,98.317,3.404124264
56.32,4,4943.02,5575.8,5305.71,5295.92,0.07,0.137,3.007,2.015,1.29,68.822,0.214,0.099,0.18,2.104,0.586,15.226,4.372,98.119,3.482681564
56.34,4,4949.64,5576.58,5308.24,5298.96,0.04,0.16,2.944,1.952,1.344,67.94,0.162,0.065,0.185,2.333,0.734,15.756,4.492,98.108,3.50727822
56.36,4,4955.87,5576.83,5311.27,5302,0.08,0.155,2.882,2.026,1.547,67.69,0.138,0.139,0.11,2.173,0.594,15.49,4.817,97.846,3.215711361
56.38,4,4962.54,5577.22,5313.84,5305.04,0.08,0.154,2.967,2.014,1.238,68.227,0.13,0.039,0.107,2.111,0.732,15.574,4.669,98.041,3.335596762
56.4,4,4968.5,5577.9,5316.67,5308.07,0.06,0.183,2.978,2.082,1.156,68.172,0.157,0.183,0.04,2.152,0.704,15.409,4.699,97.974,3.279343926
56.42,4,4973.49,5578.7,5319.44,5311.11,0.05,0.156,3.231,2.125,1.042,68.883,0.174,0.042,0.06,2.185,0.641,15.256,4.546,98.386,3.355883878
56.44,4,4978.88,5579.7,5322.27,5314.15,0.06,0.158,3.152,2.083,0.859,68.564,0.102,0.164,0.229,2.138,0.692,15.274,4.705,98.182,3.246643461
56.46,4,4984.42,5580.64,5325.28,5317.19,0.05,0.159,3.06,2.171,0.803,68.913,0.072,0.176,0.013,2.358,0.704,15.149,4.431,98.065,3.418485237
56.48,4,4990.41,5581.14,5329.07,5320.23,0.06,0.159,3.299,2.081,0.825,69.574,0.152,0.065,0.068,2.105,0.564,14.907,4.346,98.208,3.430338213
56.5,4,4996.92,5581.94,5332.9,5323.26,0.04,0.168,3.128,2.114,0.84,69.93,0.135,0.114,0.021,2.144,0.6,14.667,4.406,98.312,3.329341317
56.52,4,5003.68,5582.6,5335.75,5326.3,0.04,0.14,3.262,2.059,0.797,70.58,0.126,0.125,0,1.999,0.572,14.141,4.101,97.941,3.447826087
56.54,4,5010.27,5583.05,5339.3,5329.34,0.06,0.154,3.263,2.151,0.777,70.168,0.195,0.056,0.009,2.093,0.662,14.074,4.183,97.843,3.364404673
56.56,4,5016.94,5583.31,5342.16,5332.38,0.04,0.16,3.167,2.131,0.862,69.729,0.146,0.164,0.068,2.035,0.738,14.337,4.258,97.838,3.367075921
56.58,4,5024.09,5583.54,5345.48,5335.42,0.05,0.181,3.209,2.185,0.853,70.028,0.239,0.078,0.037,1.924,0.537,14.271,4.265,97.853,3.345804105
56.6,4,5031.54,5584.03,5348.11,5338.46,0.03,0.171,3.072,2.145,0.979,69.798,0.186,0.071,0,2.123,0.627,14.362,4.229,97.794,3.396241398
56.62,4,5038.93,5584.59,5351.02,5341.49,0.07,0.189,3.32,2.134,1.123,69.326,0.169,0.165,0.134,2.202,0.571,14.51,4.252,98.166,3.412126068
56.64,4,5046.37,5585.61,5354.29,5344.53,0.06,0.195,3.02,2.211,1.084,69.53,0.109,0.159,0.022,2.063,0.743,14.358,4.552,98.101,3.154115587
56.66,4,5053.87,5587.01,5356.72,5347.57,0.04,0.177,2.981,2.096,0.963,69.475,0.176,0.113,0.124,2.185,0.75,14.621,4.298,98.001,3.401400862
56.68,4,5060.76,5588.06,5359.7,5350.61,0.07,0.176,3.057,2.14,1.08,68.809,0.139,0.181,0.056,2.121,0.745,14.778,4.667,98.015,3.166708638
56.7,4,5065.32,5589.11,5362.53,5353.65,0.08,0.146,3.067,2.168,1.091,69.011,0.127,0.132,0,2.119,0.556,15.207,4.432,98.137,3.430885529
56.72,4,5071.68,5590.33,5365.09,5356.68,0.06,0.175,3.259,2.101,1.197,69.104,0.162,0.145,0.06,2.218,0.593,14.525,4.473,98.07,3.246959281
56.74,4,5078.72,5591.52,5368.26,5359.72,0.06,0.149,3.292,1.957,1.267,68.635,0.131,0.031,0.017,2.163,0.723,14.936,4.54,97.899,3.290024463
56.76,4,5084.77,5592.44,5370.72,5362.76,0.06,0.195,3.062,2.042,1.593,67.732,0.147,0.116,0,2.075,0.612,15.094,4.928,97.659,3.06305638
56.78,4,5092.52,5593.22,5373.76,5365.8,0.03,0.154,3.006,2.162,1.601,67.899,0.173,0.155,0.047,2.237,0.64,14.961,4.664,97.727,3.207832096
56.8,4,5099.54,5593.64,5376.69,5368.84,0.09,0.149,3.17,2.049,1.71,68.001,0.128,0.144,0.147,2.298,0.561,15.088,4.596,98.13,3.282597266
56.82,4,5106.35,5594.23,5379.69,5371.87,0.05,0.12,3.141,2.058,1.795,67.929,0.152,0.168,0.05,2.413,0.694,14.802,4.695,98.064,3.152895753
56.84,4,5111.14,5594.81,5383.03,5374.91,0.08,0.165,3.164,1.867,1.5,68.058,0.116,0.158,0,2.38,0.5,15.319,4.712,98.014,3.251240533
56.86,4,5116.03,5595.38,5385.89,5377.95,0.06,0.145,3.188,1.993,1.362,68.196,0.137,0.176,0,2.346,0.856,14.96,4.532,97.953,3.301024429
56.88,4,5120.96,5596.71,5389.02,5380.99,0.11,0.168,3.254,2.083,1.258,68.835,0.169,0.069,0.103,2.272,0.673,14.674,4.546,98.213,3.228088427
56.9,4,5125.21,5597.48,5392.32,5384.03,0.08,0.129,3.175,2.148,1.269,68.999,0.067,0.061,0.084,2.279,0.609,14.746,4.574,98.222,3.223629783
56.92,4,5132.08,5598.03,5394.49,5387.07,0.05,0.177,3.234,2.135,1.33,68.856,0.163,0.148,0.011,2.232,0.703,14.681,4.481,98.205,3.27644421
56.94,4,5138.71,5599.06,5397.26,5390.1,0.05,0.185,3.35,2.177,1.164,68.959,0.201,0.132,0.018,2.24,0.611,14.593,4.595,98.281,3.175699974
56.96,4,5145.23,5600.06,5400.03,5393.14,0.09,0.17,3.24,2.152,0.982,69.622,0.112,0.19,0.038,2.238,0.679,14.384,4.153,98.053,3.463462073
56.98,4,5152.98,5601.02,5403.2,5396.18,0.07,0.185,3.431,2.109,0.918,69.192,0.165,0.136,0.134,2.28,0.669,14.33,4.366,97.985,3.281895183
57,4,5159.79,5601.8,5405.86,5399.22,0.08,0.159,3.497,2.121,0.988,69.483,0.086,0.161,0,2.27,0.608,14.35,4.5,98.298,3.18930148
57.02,4,5164.72,5602.53,5408.77,5402.26,0.06,0.173,3.409,2.124,0.984,69.309,0.151,0.147,0.072,2.315,0.612,14.153,4.473,97.986,3.164419087
57.04,4,5170.54,5603.26,5411.96,5405.29,0.09,0.16,3.259,2.202,1.082,69.878,0.161,0.139,0,2.214,0.665,14.314,4.129,98.296,3.466797974
57.06,4,5175.61,5604.14,5414.41,5408.33,0.11,0.157,3.269,2.258,1.14,69.376,0.156,0.089,0.054,2.276,0.644,14.236,4.473,98.243,3.182515337
57.08,4,5183.99,5605.18,5416.73,5411.37,0.09,0.175,3.349,2.243,0.902,70.494,0.137,0.122,0.04,2.142,0.713,13.843,4.266,98.516,3.245098039
57.1,4,5187.77,5605.51,5419.59,5414.41,0.1,0.16,3.402,2.261,0.988,70.067,0.106,0.094,0.027,2.264,0.584,13.947,4.35,98.352,3.206098843
57.12,4,5192.04,5606.04,5422.24,5417.45,0.09,0.176,3.211,2.207,1.194,69.521,0.156,0,0.038,2.172,0.696,14.294,4.375,98.126,3.266806173
57.14,4,5197.98,5606.43,5425.53,5420.48,0.07,0.187,3.202,2.153,1.179,69.537,0.162,0.088,0.121,2.25,0.661,14.046,4.24,97.896,3.312399356
57.16,4,5202.23,5607.13,5428.64,5423.52,0.08,0.132,3.368,2.177,1.209,69.161,0.116,0.109,0.081,2.352,0.655,14.479,4.453,98.366,3.251621271
57.18,4,5207.41,5607.92,5432,5426.56,0.06,0.14,3.386,2.104,1.006,69.837,0.136,0.241,0.19,2.308,0.59,14.285,4.285,98.566,3.333781242
57.2,4,5214.6,5608.49,5435.43,5429.6,0.07,0.127,3.399,2.144,0.907,69.09,0.227,0.132,0.067,2.216,0.683,14.221,4.339,97.624,3.277232971
57.22,4,5219.35,5609.6,5438.44,5432.64,0.07,0.142,3.42,2.185,0.907,69.364,0.121,0.081,0.194,2.208,0.643,14.255,4.394,97.979,3.2441647
57.24,4,5223.12,5610.5,5441.1,5435.68,0.08,0.141,3.447,2.065,0.791,70.033,0.128,0.125,0.045,2.21,0.726,14.213,4.396,98.403,3.233025099
57.26,4,5228.07,5611.93,5443.96,5438.71,0.09,0.181,3.43,2.089,0.893,68.746,0.113,0.017,0.152,2.261,0.681,15.11,4.621,98.386,3.270007479
57.28,4,5232.38,5613.43,5447.1,5441.75,0.07,0.196,3.334,2.23,1.058,69.27,0.097,0.049,0.07,2.297,0.7,14.28,4.591,98.241,3.110547667
57.3,4,5236.2,5614.73,5450.13,5444.79,0.09,0.182,3.34,2.161,1.164,68.859,0.199,0.074,0.114,2.298,0.713,14.405,4.503,98.104,3.199372877
57.32,4,5241.98,5616.99,5453.16,5447.83,0.08,0.177,3.473,2.137,1.077,69.367,0.184,0.114,0.12,2.222,0.596,13.978,4.403,97.93,3.174662073
57.34,4,5247.21,5619.92,5455.59,5450.87,0.08,0.164,3.344,2.101,1.185,69.365,0.209,0.059,0.031,2.132,0.715,14.17,4.561,98.114,3.107115532
57.36,4,5251.9,5621.71,5457.8,5453.9,0.09,0.181,3.207,2.146,1.367,69.35,0.136,0.095,0,2.237,0.659,14.318,4.456,98.237,3.213447172
57.38,4,5256.02,5622.39,5460.21,5456.94,0.08,0.139,3.105,2.224,1.272,68.146,0.141,0.026,0.114,2.213,0.89,15.129,4.737,98.213,3.194033722
57.4,4,5259.06,5622.72,5463.33,5459.98,0.09,0.152,3.232,2.12,1.237,68.627,0.139,0.018,0.106,2.023,0.706,14.837,4.382,97.664,3.386221861
57.42,4,5262.88,5624.34,5466.65,5463.02,0.1,0.187,3.184,2.278,1.448,69.035,0.17,0.083,0.081,2.196,0.55,14.126,4.426,97.863,3.191534958
57.44,4,5267.34,5626.69,5469.52,5466.06,0.09,0.167,3.155,2.169,1.369,69.01,0.102,0,0.111,2.298,0.732,14.526,4.348,98.074,3.340915319
57.46,4,5271.97,5628.63,5472.71,5469.09,0.08,0.157,3.41,2.118,1.275,69.202,0.117,0.077,0.071,2.177,0.527,14.248,4.519,97.981,3.152573054
57.48,4,5276.51,5630.35,5475.48,5472.13,0.1,0.193,3.339,2.099,1.15,69.874,0.112,0,0.107,2.072,0.755,13.846,4.344,97.988,3.187320637
57.5,4,5278.69,5631.29,5478.37,5475.17,0.11,0.182,3.417,2.206,1.199,70.164,0.11,0.058,0.081,2.179,0.756,13.786,4.147,98.39,3.3242581
57.52,4,5280.76,5634.95,5480.9,5478.21,0.09,0.17,3.384,2.188,1.279,70.824,0.145,0.187,0.164,2.065,0.6,13.243,4.037,98.373,3.280121312
57.54,4,5282.45,5636.07,5483.68,5481.25,0.07,0.171,3.284,2.153,1.114,69.403,0.167,0.128,0.085,2.324,0.818,14.069,4.394,98.181,3.202092511
57.56,4,5286.13,5636.99,5486.72,5484.29,0.07,0.182,3.369,2.209,1.14,69.906,0.17,0,0.086,2.036,0.486,13.674,4.668,97.999,2.929355966
57.58,4,5288.35,5638.19,5488.81,5487.32,0.1,0.14,3.394,2.295,1.099,70.728,0.148,0.051,0.069,2.146,0.577,13.39,4.276,98.414,3.131722525
57.6,4,5290.89,5640.58,5492.59,5490.36,0.07,0.151,3.279,2.124,1.085,70.907,0.161,0.165,0.092,2.058,0.636,13.458,4.268,98.451,3.153425371
57.62,4,5293.15,5642.19,5495.25,5493.4,0.07,0.167,3.181,2.025,1.178,70.984,0.171,0.077,0,1.92,0.614,13.56,4.228,98.173,3.207124011
57.64,4,5295.55,5643.99,5497.35,5496.44,0.1,0.159,3.38,2.275,1.133,70.707,0.126,0,0.088,2.102,0.623,13.428,4.226,98.351,3.177198172
57.66,4,5298.32,5645.01,5500.2,5499.48,0.06,0.19,3.382,2.246,0.948,70.765,0.163,0,0.105,2.139,0.631,13.55,4.087,98.267,3.315469613
57.68,4,5300.77,5647.37,5503.04,5502.51,0.1,0.177,3.33,2.263,0.925,71.434,0.106,0.113,0.083,1.869,0.572,13.178,4.214,98.369,3.12705135
57.7,4,5304.28,5648.9,5505.03,5505.55,0.1,0.16,3.511,2.114,0.897,71.064,0.071,0.07,0,2.19,0.558,13.421,4.009,98.161,3.347728547
57.72,4,5306.77,5651.26,5508.52,5508.59,0.08,0.194,3.348,2.213,0.974,70.808,0.194,0.147,0.053,2.037,0.856,13.28,4.16,98.349,3.19212347
57.74,4,5309.29,5653.75,5511.08,5511.63,0.09,0.154,3.5,2.148,0.934,71.29,0.124,0.055,0.035,2.156,0.6,12.967,4.084,98.14,3.175338753
57.76,4,5312.12,5656.44,5514.6,5514.67,0.09,0.162,3.347,2.164,0.943,71.354,0.141,0.017,0.085,2.111,0.536,12.917,4.266,98.129,3.028165307
57.78,4,5315.54,5657.66,5517.2,5517.7,0.08,0.185,3.31,2.226,1.026,71.047,0.115,0.137,0.181,2.283,0.625,12.881,4.064,98.163,3.169547325
57.8,4,5318.99,5659.89,5519.59,5520.74,0.07,0.194,3.322,2.257,1.129,71.223,0.117,0.08,0.091,1.951,0.667,13.051,4.096,98.248,3.186141304
57.82,4,5322.06,5662.56,5522.85,5523.78,0.07,0.169,3.18,2.246,1.053,71.121,0.152,0.043,0.103,2.171,0.604,13.043,4.085,98.042,3.192566658
57.84,4,5323.73,5665.44,5525.6,5526.82,0.09,0.156,3.217,2.208,1.244,70.834,0.104,0.111,0.131,2.105,0.694,13.282,4.241,98.418,3.131571924
57.86,4,5326.4,5668.6,5528.53,5529.86,0.09,0.166,3.16,2.205,1.343,70.764,0.155,0,0.111,2.139,0.58,13.274,4.088,98.074,3.246886244
57.88,4,5328.46,5672.61,5531.35,5532.9,0.09,0.154,3.349,2.163,1.254,71.523,0.169,0,0.088,2.104,0.48,12.644,3.998,98.019,3.162486065
57.9,4,5331.89,5676.05,5534.31,5535.93,0.07,0.186,3.122,2.306,1.035,71.495,0.14,0.031,0.007,2.057,0.633,12.837,4.095,98.011,3.134984026
57.92,4,5335.51,5677.83,5536.36,5537.93,0.07,0.21,3.294,2.19,1.082,71.711,0.224,0.077,0.065,1.929,0.545,12.608,4.168,98.167,3.024815206
57.94,4,5340.2,5679.09,5538.36,5539.93,0.09,0.135,3.137,2.296,1.141,71.465,0.212,0.047,0.024,1.983,0.699,12.915,3.875,98.02,3.333333333
57.96,4,5344.64,5680.35,5539.6,5541.93,0.1,0.161,3.143,2.229,1.138,71.428,0.098,0.092,0.123,2.125,0.607,12.632,4.119,97.998,3.066864384
57.98,4,5349.22,5681.51,5541.46,5543.93,0.09,0.181,3.102,2.304,1.353,71.711,0.142,0.026,0.106,2.029,0.701,12.541,3.952,98.24,3.173504274
58,4,5353.05,5682.38,5543.56,5545.93,0.08,0.174,3.199,2.324,1.477,71.741,0.16,0.036,0.064,1.98,0.627,12.28,4.027,98.174,3.049355635
58.02,4,5357.16,5683.86,5545.66,5547.93,0.11,0.209,3.17,2.349,1.382,72.107,0.155,0,0.037,1.816,0.671,12.373,3.869,98.253,3.197509904
58.04,4,5361.18,5685.11,5547.69,5549.93,0.08,0.163,3.251,2.35,1.437,71.572,0.16,0.109,0.142,2.187,0.634,12.284,3.913,98.275,3.139534884
58.06,4,5365.12,5686.14,5549.24,5551.93,0.08,0.183,3.254,2.33,1.388,71.647,0.166,0.028,0.062,1.976,0.723,12.503,3.802,98.142,3.288751107
58.08,4,5369.4,5687.22,5551.16,5553.93,0.11,0.169,3.368,2.316,1.392,71.815,0.181,0.02,0.081,1.938,0.573,12.01,4.116,98.089,2.917618271
58.1,4,5373.6,5689.22,5552.76,5555.93,0.13,0.194,3.313,2.379,1.255,71.933,0.138,0.072,0.108,1.905,0.699,12.194,4.168,98.486,2.925975774
58.12,4,5378.81,5690.57,5555.15,5557.93,0.1,0.168,3.592,2.305,1.152,71.329,0.153,0.085,0.141,2.109,0.716,12.024,4.069,97.946,2.954862977
58.14,4,5382.57,5692.43,5557.28,5559.93,0.11,0.177,3.467,2.367,1.075,71.884,0.134,0.085,0,2.109,0.578,12.171,3.988,98.14,3.052109181
58.16,4,5386.45,5694.07,5558.99,5561.93,0.08,0.153,3.814,2.455,1.119,72.622,0.118,0,0.037,1.907,0.606,11.4,3.839,98.151,2.969150175
58.18,4,5390.4,5695.35,5560.77,5563.93,0.1,0.181,3.687,2.387,1.117,72.315,0.143,0.008,0.109,2.111,0.669,11.634,3.808,98.271,3.055174385
58.2,4,5394.01,5696.83,5562.81,5565.93,0.07,0.193,3.801,2.315,1.143,72.953,0.138,0,0.043,1.986,0.65,11.534,3.857,98.679,2.990343652
58.22,T5,5397.42,5698.73,5564.45,5567.93,0.06,0.153,3.912,2.537,1.088,72.881,0.075,0,0.124,2.103,0.478,11.088,3.94,98.439,2.814640884
58.24,T5,5400.77,5700.81,5566.29,5569.93,0.1,0.207,3.85,2.456,1.058,73.097,0.121,0.032,0.005,2.018,0.578,11.031,3.729,98.282,2.957930642
58.26,T5,5404.01,5702.19,5568.35,5571.93,0.09,0.166,4.1,2.556,0.979,73.414,0.173,0.008,0.069,1.965,0.681,10.181,3.565,97.95,2.855536332
58.28,T5,5407.57,5704.37,5570.74,5573.93,0.06,0.196,4.477,2.38,0.911,73.888,0.214,0.042,0.052,1.923,0.588,10.317,3.669,98.718,2.81217691
58.3,T5,5411.17,5706.69,5572.81,5575.93,0.07,0.208,4.43,2.47,0.94,73.765,0.144,0.017,0.063,2.064,0.425,10.278,3.77,98.643,2.725965605
58.32,T5,5414.66,5708.49,5575.26,5577.93,0.06,0.177,4.679,2.551,0.897,73.13,0.171,0.078,0.054,2.077,0.543,10.122,3.623,98.163,2.794134727
58.34,T5,5418.19,5710.41,5577.31,5579.93,0.04,0.217,4.502,2.541,0.847,72.997,0.095,0.021,0.1,2.216,0.612,10.558,3.744,98.494,2.819715808
58.36,T5,5421.77,5713.02,5578.91,5581.93,0.07,0.189,4.165,2.274,0.867,73.533,0.17,0.048,0.144,2.05,0.7,10.036,3.909,98.16,2.567455947
58.38,T5,5425.76,5715.18,5581.45,5583.93,0.13,0.201,4.447,2.45,0.914,73.155,0.12,0.102,0.07,2.133,0.632,9.947,3.984,98.286,2.496909433
58.4,T5,5429.02,5717.41,5583.5,5585.93,0.09,0.23,4.621,2.321,0.853,73.007,0.132,0.101,0.18,2.105,0.571,10.262,3.925,98.4,2.614138027
58.42,T5,5433.51,5719.35,5585.51,5587.93,0.1,0.188,4.628,2.231,0.881,73.342,0.148,0.038,0.058,2.168,0.639,10.159,3.968,98.552,2.560134567
58.44,T5,5436.22,5722.65,5587.63,5589.93,0.09,0.231,4.77,2.424,0.823,72.827,0.097,0.068,0,2.227,0.605,10.233,4.009,98.407,2.552741442
58.46,T5,5439.42,5725.55,5589.65,5591.93,0.08,0.231,4.986,2.446,0.911,73.453,0.122,0.049,0.103,2.228,0.641,9.375,3.854,98.484,2.432559425
58.48,T5,5442.37,5729.48,5591.36,5593.93,0.09,0.238,5.204,2.452,0.825,73.803,0.085,0.077,0.113,2.111,0.457,9.437,3.754,98.641,2.514047288
58.5,T5,5445.53,5733.29,5593.75,5595.93,0.11,0.201,4.775,2.345,0.853,73.668,0.128,0.048,0.104,2.234,0.623,9.502,3.813,98.401,2.492250287
58.52,T5,5445.53,5733.29,5593.75,5595.93,0.08,0.224,4.872,2.258,0.832,72.746,0.096,0.021,0.066,2.102,0.686,10.261,4.004,98.251,2.562445919
58.54,T5,5445.53,5733.29,5593.75,5595.93,0.09,0.222,4.864,2.442,0.893,72.95,0.131,0,0.082,2.116,0.66,10.048,3.991,98.485,2.517510854
58.56,T5,5445.53,5733.29,5593.75,5595.93,0.09,0.262,4.926,2.333,0.904,72.933,0.127,0.114,0.054,2.233,0.549,9.912,3.914,98.352,2.532775051
58.58,T5,5445.53,5733.29,5593.75,5595.93,0.11,0.257,4.881,2.358,0.91,72.377,0.111,0.006,0.055,2.327,0.71,10.35,3.947,98.395,2.622247641
58.6,T5,5445.53,5733.29,5593.75,5595.93,0.09,0.238,4.888,2.274,0.881,72.62,0.072,0.029,0.116,2.219,0.691,10.19,4.097,98.402,2.487123288
58.62,T5,5445.53,5733.29,5593.75,5595.93,0.1,0.229,4.954,2.392,0.834,72.569,0.052,0.05,0.062,2.303,0.578,9.95,4.033,98.106,2.467245241
58.64,T5,5445.53,5733.29,5593.75,5595.93,0.08,0.201,4.949,2.4,0.847,73.266,0.118,0.078,0.098,2.151,0.47,9.589,3.891,98.139,2.464566929
58.66,T5,5445.53,5733.29,5593.75,5595.93,0.09,0.223,4.808,2.407,0.859,73.705,0.17,0,0.072,2.28,0.616,9.719,3.652,98.603,2.661672161
58.68,T5,5445.53,5733.29,5593.75,5595.93,0.1,0.226,5.188,2.42,0.877,72.87,0.111,0.105,0.208,2.115,0.607,9.674,4.034,98.532,2.398206034
58.7,T5,5445.53,5733.29,5593.75,5595.93,0.08,0.245,4.945,2.316,0.851,73.623,0.122,0.072,0.028,2.14,0.536,9.679,3.897,98.537,2.48390677
58.72,T5,5445.53,5733.29,5593.75,5595.93,0.09,0.231,4.614,2.369,0.861,73.518,0.137,0.077,0,2.161,0.611,9.696,3.757,98.12,2.580838323
58.74,T5,5445.53,5733.29,5593.75,5595.93,0.1,0.236,4.794,2.35,0.858,73.194,0.17,0.027,0.035,2.084,0.665,9.788,3.856,98.157,2.53802975
58.76,T5,5445.53,5733.29,5593.75,5595.93,0.06,0.265,4.61,2.295,0.832,74.165,0.141,0.064,0,2.059,0.606,9.318,3.848,98.266,2.421522163
58.78,T5,5445.53,5733.29,5593.75,5595.93,0.08,0.241,4.576,2.354,0.849,73.518,0.156,0.034,0.082,2.197,0.661,9.811,3.888,98.451,2.523230088
58.8,T5,5445.53,5733.29,5593.75,5595.93,0.09,0.203,4.92,2.254,0.903,73.654,0.16,0.025,0.007,2.2,0.551,9.612,3.775,98.356,2.545994905
